,wav,sigma_wav,separation,intensity,sigma_intensity,label,number_of_lines,clean,subline_wav,subline_I,err_important,transmission
142,1589.574082226495,0.0010788655227495767,0.31423174316978475,0.004697241843458544,0.0019332214764461457,(3-1)pP2f(7.5)|(4-2)qQ1e(4.5)|H20,3,False,[1589.64762048 1589.56614894 1589.59839323],[0.0633 0.8323 0.1044],0.0036848598604033757,0.9547085917196445
143,1589.8883139696648,0.0007089111445978647,0.31423174316978475,0.004526624462192946,0.0018779095983225272,(4-2)qQ1f(4.5)|(3-1)pP2e(7.5)|CO2,3,False,[1589.89156161 1589.77957846 1589.88156029],[0.8541 0.0645 0.0814],0.004315398341956595,0.9549730223252418
144,1590.721951255428,0.0007131084128104118,0.8336372857631886,0.00017581427275772975,0.00010257194332246316,CO2|CH4,2,False,[1590.72569987 1590.69959939],[0.8483 0.1517],0.01018859204073803,0.9549531694925629
145,1594.3106955084875,0.0007000150217663758,0.38850833708943355,0.0001467370825680678,7.492315506452261e-05,CO2,1,True,[1594.3120357],[1.],1.1458140331902507e-06,0.9512172419429121
146,1594.699203845577,0.0007000150217663758,0.38850833708943355,0.0008058479165960438,0.0003077151653861715,CH4,1,True,[1594.69932152],[1.],4.03820174271699e-08,0.9550687365390793
147,1595.1448806508356,0.0007131084127897411,0.2636711754207681,0.00012232648416411206,0.0001096919296127867,H20,1,True,[1595.14424056],[1.],0.006948686052422674,0.9551266480810421
148,1595.4085518262564,0.0007131084127897411,0.2636711754207681,0.00026817333450379513,0.00012779572822124152,CO2,1,True,[1595.40344892],[1.],0.00840746086787666,0.9548757698249851
149,1596.7677473728522,0.0008459709583527806,0.4935114524439541,0.0005384463086527063,0.00022455522935425,(4-2)qQ2e(5.5)|(4-2)qQ2f(5.5)|CH4,3,False,[1596.773561   1596.67328021 1596.77130288],[0.0857 0.0856 0.8288],0.0012749187404551658,0.9548587031122605
150,1597.2612588252962,0.0007000150217663758,0.4935114524439541,0.05224215861238343,0.02114947040927645,(4-2)pP2f(1.5)|(4-2)pP2e(1.5),2,True,[1597.27382111 1597.24564313],[0.5026 0.4974],0.006536369598829308,0.9480362962977887
151,1598.3112813579698,0.0007000150217663758,0.4165089379600886,0.0012537624360003175,0.0006789713706810825,CO2|CH4,2,False,[1598.31476555 1598.3104963 ],[0.1472 0.8528],0.00047288386747943584,0.9525066801885065
152,1598.72779029593,0.0007000150217663758,0.3255069851265944,0.0009872576500708904,0.00040822773321601996,H20,1,True,[1598.72883817],[1.],5.245725944855321e-07,0.9496831647624266
153,1599.0532972810565,0.0007000150217663758,0.3255069851265944,7.970318880396493e-05,7.44682034585716e-05,CH4,1,True,[1599.05410193],[1.],0.0008178192001118341,0.8826554813589487
154,1599.9589425775744,0.0007507985017432261,0.5751778601140813,0.001754200908731284,0.0008377963579382283,CH4|CO2|CH4|CO2,4,False,[1599.98100503 1599.96648237 1599.94232528 1599.90930972],[0.0126 0.8706 0.0845 0.0323],0.01518051889072022,0.9511446126161104
155,1600.5341204376884,0.0007094974601471965,0.5751778601140813,0.0016300933562596392,0.000642597804148144,CO2|CO2,2,True,[1600.67110736 1600.52480312],[0.3179 0.6821],4.336429455790514e-15,0.94470668976533
156,1601.729167634202,0.0008591721284989484,0.37269506671555064,0.0016615153043504994,0.0006368430642973531,CO2,1,True,[1601.72858703],[1.],0.008314481286797924,0.9491639403361123
157,1602.1018627009175,0.0007000150217663758,0.37269506671555064,0.0021256651280256817,0.0008180123810687432,H20,1,True,[1602.10190053],[1.],2.5441978136183095e-05,0.9420330080897004
158,1603.0818837314096,0.0007000150217663758,0.3393133158861019,0.17305245382332377,0.06751398691695377,(4-2)pP1f(2.5)|(4-2)pP1e(2.5),2,True,[1603.09992445 1603.06570703],[0.4994 0.5006],0.0023812619033959817,0.9466189880403195
159,1603.4211970472957,0.0007730401323370597,0.3393133158861019,0.0029288830693381587,0.0011075471991658515,CO2|CO2,2,True,[1603.49105762 1603.41364713],[0.1473 0.8527],0.005525336774559433,0.9490385018650477
160,1603.8619875408017,0.000764647769365516,0.4407904935060287,0.0004395588485459542,0.0004175298785352597,H20|CH4|CH4,3,False,[1603.95580824 1603.86366909 1603.85435713],[0.0764 0.515  0.4087],0.00039055841524887304,0.9286874630897617
161,1604.3535661931478,0.0007920346188619261,0.49157865234610654,0.0021464417970834876,0.0006954000168668425,(3-1)oP12e(4.5)|(3-1)oP12f(4.5)|(3-1)pP2e(8.5)|CO2,4,False,[1604.39056802 1604.30102229 1604.2917782  1604.3546248 ],[0.1273 0.1051 0.0271 0.7405],0.0007718060491348026,0.9051865204162197
162,1605.188928946974,0.0007000150217663758,0.5143580204835416,0.002822552502401149,0.0010598320763553712,CO2,1,True,[1605.1889523],[1.],1.9030152701117886e-07,0.9523399490626324
163,1605.7032869674576,0.001720025235645649,0.5143580204835416,0.0001381647744469082,9.089936334677275e-05,(3-1)pP1e(9.5)|CO2,2,False,[1605.71500894 1605.68290487],[0.7217 0.2783],0.0002928953919313674,0.9548055128087314
164,1606.6834610184762,0.0007000150217663758,0.511010965900141,7.57776667000687e-05,4.985021301086212e-05,CO2,1,True,[1606.68203325],[1.],5.095749407881178e-11,0.9515026270546815
165,1607.1944719843764,0.0007000150217663758,0.511010965900141,0.0013602664028004884,0.0005087050114664554,CO2,1,True,[1607.19528136],[1.],0.0010835236314572698,0.9490957365380883
166,1607.9749887336652,0.0007000150217663758,0.3184706272368203,0.06753526791901557,0.02823211725085849,(4-2)pP2f(2.5)|(4-2)pP2e(2.5),2,True,[1607.98053212 1607.97036137],[0.4997 0.5003],0.0010370281573682037,0.9513346877041595
167,1608.293459360902,0.0007168753617681243,0.3184706272368203,0.0024064733715662605,0.0008998028192682231,CH4,1,True,[1608.29442467],[1.],0.0014364010634221635,0.9426327599972779
168,1609.0044000481732,0.0007157013584166103,0.3087234353117765,0.00015784553432017767,9.674404051838617e-05,CO2,1,True,[1609.00505267],[1.],0.0012644514552717827,0.9252807562554081
169,1609.313123483485,0.0007441407967938876,0.3087234353117765,0.0002730596719828257,0.00014488174528599627,(4-2)qR12e(3.5)|(4-2)qR12f(3.5)|CO2,3,False,[1609.36336034 1609.2570255  1609.31430617],[0.4252 0.4148 0.16  ],3.898934824732982e-05,0.9446207886233582
170,1611.1107646456817,0.0007094974601343774,0.7633077593045527,0.0012853979877066636,0.0004824700176442641,CO2|H20,2,False,[1611.11685478 1610.97965166],[0.8096 0.1904],0.002089383114982504,0.9476016198580202
171,1611.8740724049862,0.0007000150217663758,0.7633077593045527,0.002184824399203614,0.0007499821418777154,(4-2)qR12f(1.5)|(4-2)qR12e(1.5)|CO2,3,False,[1611.88497812 1611.8607072  1611.87726619],[0.4308 0.4375 0.1317],2.6957696308357533e-05,0.9512228657488287
172,1612.8610935856993,0.0007000150217663758,0.8785188523349916,0.17247989886363743,0.0684668175046237,(4-2)pP1f(3.5)|(4-2)pP1e(3.5),2,True,[1612.8922621  1612.82908987],[0.4987 0.5013],0.0009029893443035858,0.9518901396739666
173,1613.7396124380343,0.0007788157516189409,0.6708471544827717,0.01726567580699806,0.006504149025817385,CH4|CH4|CO2|CH4|CO2,5,False,[1613.82128188 1613.77133067 1613.74671846 1613.66474543 1613.62065378],[0.1535 0.2236 0.2398 0.2154 0.1677],0.006693333208615622,0.9539009926200342
174,1614.410459592517,0.0007450750204096979,0.3266742515565966,0.010628506366882617,0.003995812728593825,CO2|CO2|CH4|CO2|CO2|CH4|H20|CO2|CH4|CH4,10,False,"[1614.47873649 1614.45541793 1614.43382104 1614.42918766 1614.42116943
 1614.39680324 1614.37068511 1614.32864311 1614.29242859 1614.27077352]",[0.1646 0.0327 0.1658 0.0611 0.0738 0.1526 0.0712 0.1261 0.0585 0.0936],0.006741766657728623,0.9545593081038782
175,1614.7371338440737,0.0007000150217663758,0.3266742515565966,0.0010154406524393541,0.0005025919309367868,CH4,1,True,[1614.73795879],[1.],0.003138523550787375,0.9506742623628297
176,1615.4856029228827,0.0007106618425007007,0.7484690788089665,0.004403947760685909,0.0016363832725179198,CH4,1,True,[1615.48474437],[1.],0.009909288237940043,0.9538259822160756
177,1616.3887322171336,0.000708952553653587,0.5744493962067736,0.0015769322787883091,0.0007678200543335856,CO2|CO2,2,True,[1616.39601827 1616.32987826],[0.9581 0.0419],0.006893364606929769,0.9507142101462936
178,1616.9631816133403,0.0007000150217663758,0.4206288539560319,0.0014951887553048627,0.0006847761377937344,H20,1,True,[1616.96150108],[1.],0.00382604092910252,0.9525586681685362
179,1617.3838104672964,0.0007036661864914158,0.4206288539560319,0.004957800392566086,0.0018203575947506514,(5-3)rQ21f(3.5)|(5-3)rQ21e(3.5)|CO2,3,False,[1617.47163117 1617.33104785 1617.38415653],[0.0222 0.0212 0.9566],0.002270489836124909,0.9540876134143902
180,1618.002703920684,0.0007164688545526856,0.6188934533877273,0.0026076743197417014,0.000976560720746686,CO2|CO2,2,True,[1618.1717215  1617.99731891],[0.3575 0.6425],0.0022721483384729123,0.9546972942567382
181,1619.0705182144654,0.0007416197298241386,0.39364724046936317,0.005883972765820734,0.0022429038724863146,CO2|CO2,2,True,[1619.11090616 1619.06462848],[0.1719 0.8281],0.01180106736427855,0.9526930135393762
182,1619.4641654549348,0.0009475827619914702,0.39364724046936317,0.05424597984114936,0.023270799172853233,(4-2)pP2e(3.5)|(4-2)pP2f(3.5)|H20,3,False,[1619.46901096 1619.45448804 1619.58014059],[0.4811 0.4798 0.039 ],0.008090016609237735,0.954102135086418
183,1619.9857887175326,0.0007272667142268653,0.5216232625978137,0.00039368634799736034,0.000176327406793756,CH4|CH4,2,True,[1620.07104724 1619.98788748],[0.0261 0.9739],0.010094012104494255,0.9535131129354131
184,1620.856118169991,0.0010118398840953983,0.6320769259530152,0.004684501306009201,0.0017532324040048064,(5-3)rQ21e(1.5)|CH4|CO2,3,False,[1620.96998581 1620.91165356 1620.85282055],[0.0573 0.0386 0.9041],0.006500021019712838,0.955885059594453
185,1621.488195095944,0.0007074413914399636,0.3225905432334457,0.003383286040644846,0.0012851881670883569,CO2|CH4,2,False,[1621.49326106 1621.37476512],[0.8522 0.1478],0.002951924739731879,0.9542904211206058
186,1621.8107856391775,0.0007000150217663758,0.3225905432334457,0.0009111003878694296,0.00040091395866219355,CH4,1,True,[1621.81070722],[1.],0.009538538292875643,0.9554587655691175
187,1622.3824642862685,0.0007396529591579824,0.16683720088735754,0.0027661684063407053,0.0010412454146340668,CH4|H20|CO2,3,False,[1622.55459929 1622.37398493 1622.21043657],[0.495  0.3461 0.159 ],0.0020376500791127817,0.9544987500163545
188,1622.5493014871558,0.0007000150217663758,0.16683720088735754,0.0037268624539600597,0.0014331460349012472,CH4|H20,2,False,[1622.55459929 1622.37398493],[0.5885 0.4115],0.0018194233648969908,0.9553414619546036
189,1622.7961662674418,0.0008505566562984102,0.24686478028593228,0.0016336302439500581,0.0007223301616613045,(3-1)oP12f(5.5)|H20|CO2,3,False,[1622.82464667 1622.84400624 1622.79002456],[0.0711 0.0472 0.8818],0.007739483974337701,0.9539582923348617
190,1623.5363226678676,0.0007000150217663758,0.7401564004258034,0.10172082452484878,0.041759744367037166,(4-2)pP1f(4.5)|(4-2)pP1e(4.5),2,True,[1623.58564016 1623.48970054],[0.4985 0.5015],0.0007112693774944553,0.9540751192630443
191,1624.3308397175913,0.0007000150217663758,0.31149246024847344,0.0015424080245807518,0.0007162356557113152,CO2,1,True,[1624.33148849],[1.],0.0026320464116205977,0.9557883994125338
192,1624.6423321778398,0.001062931470659566,0.31149246024847344,0.003396422515327738,0.001360678474650501,(5-3)rR1e(7.5)|(5-3)rR1f(7.5)|CH4|CH4,4,False,[1624.6375655  1624.57688411 1624.72445892 1624.62053941],[0.0256 0.0251 0.335  0.6143],0.0014454090008394174,0.9555015626692946
193,1625.0816178976766,0.0007078782807948187,0.228985517299634,0.0033770344783676134,0.0014274591118705506,CO2|CO2,2,True,[1625.09521222 1625.05827668],[0.6197 0.3803],0.0053431356051464925,0.9557492172248039
194,1625.3106034149762,0.00122755473356753,0.228985517299634,0.001287813986925258,0.0006237703278061223,(5-3)rR2f(6.5)|(5-3)rR2e(6.5)|CO2|CO2,4,False,[1625.30394786 1625.24252513 1625.31757789 1625.09521222],[0.0196 0.0196 0.3365 0.6244],0.00844865073250901,0.954394345172913
195,1625.629367582995,0.0007000150217663758,0.28175604626653694,0.001015080091330522,0.000516622956900074,CO2,1,True,[1625.62862122],[1.],0.013064007405812745,0.9516100789359971
196,1625.9111236292615,0.000708289718366194,0.28175604626653694,0.0048987372772572,0.0019731348436653833,CO2|CH4|CH4,3,False,[1625.93665272 1625.92920553 1625.8894963 ],[0.342  0.1586 0.4994],0.0049724602836329285,0.9519434522504667
197,1626.366717026635,0.0007074413914550366,0.45559339737337723,0.001996639301281227,0.0008905397171577842,CO2|CO2|CH4,3,False,[1626.40122378 1626.36159041 1626.20791471],[0.1936 0.5583 0.2481],0.00553520878300417,0.9557862407261629
198,1627.459906002867,0.0007642588929873824,0.24618502432031164,0.00018161385503170167,0.00011800102359263183,CO2|CO2|CO2|CH4|CO2|CO2,6,False,"[1627.70478791 1627.55659905 1627.52283609 1627.46737888 1627.45414421
 1627.39343008]",[0.8444 0.004  0.0043 0.0069 0.133  0.0074],0.005514207024520838,0.9556101600059874
199,1627.7060910271873,0.0007484830841628648,0.24618502432031164,0.0010139417388971316,0.00046251289200989785,CO2|CO2,2,True,[1627.71889807 1627.70478791],[0.0968 0.9032],0.01079708235951138,0.9559488467068677
200,1627.970190229034,0.0008465330186654858,0.2640992018466477,0.0005879508461722271,0.0003886665386549482,(5-3)rR2f(5.5)|(5-3)rR2e(5.5)|CO2,3,False,[1628.00064467 1627.94457235 1627.95298686],[0.4607 0.4592 0.08  ],0.015969391694075345,0.9544980978538785
201,1628.6210559202477,0.0007271440757263112,0.41213470616116865,0.002437872701583617,0.0009518126441444107,CH4|CH4,2,True,[1628.62576883 1628.48806673],[0.7969 0.2031],0.020904383189635892,0.9531157655772255
202,1629.033190626409,0.0007082897183816917,0.41213470616116865,0.0007830490810172779,0.0004673461181554801,CO2|CH4|CO2,3,False,[1629.05912248 1629.03917412 1629.02958877],[0.0156 0.1334 0.851 ],0.012547048491115471,0.9523026752620964
203,1629.749830142869,0.0007190863734293716,0.48163533552337867,0.0003016572398345106,0.00015687245890179792,CO2,1,True,[1629.74726549],[1.],0.008563373406664791,0.9547979134496043
204,1630.2314654783925,0.0009851966330219268,0.48163533552337867,0.0038759291191261067,0.0022153117038403868,(5-3)rR1e(5.5)|(5-3)rR1f(5.5)|CO2,3,False,[1630.25913396 1630.19697978 1630.27118339],[0.4807 0.4762 0.0431],0.00018513722739907815,0.955829619106102
205,1630.7846260556878,0.0008323609616542646,0.40636087536177,0.003219572953309843,0.0012413519809519936,(4-2)pQ12f(1.5)|(4-2)pQ12e(1.5),2,True,[1630.82021254 1630.74636505],[0.4959 0.5041],0.0018357581859007122,0.9547059333609045
206,1631.1909869310496,0.0007000150217663758,0.40636087536177,0.0017928380171760353,0.0006995622886025267,CO2,1,True,[1631.19126458],[1.],0.0006359876130299823,0.9559624357391915
207,1631.7159981973869,0.0007000150217663758,0.5250112663372875,0.028381518928462437,0.013490478703234624,(4-2)pP2e(4.5)|(4-2)pP2f(4.5),2,True,[1631.73788371 1631.69490951],[0.5002 0.4998],0.005908897590815344,0.9558173794165449
208,1632.290300176635,0.0008167931843353906,0.5743019792480482,0.0005849289491074209,0.0005245859806917524,CO2|H20,2,False,[1632.29458801 1632.16526525],[0.7768 0.2232],0.001590159787147697,0.9546002472653916
209,1634.1765509989489,0.0007000150217663758,0.3984249292018376,0.012643826707599136,0.006639535612406892,(5-3)rR1e(4.5)|(5-3)rR1f(4.5),2,True,[1634.20464836 1634.14678148],[0.5016 0.4984],0.0019654530799802085,0.9561148572621644
210,1634.5749759281507,0.0007074413914552584,0.3984249292018376,0.0005631580700705351,0.000528028004521675,CO2,1,True,[1634.57510725],[1.],0.0033677555042664893,0.9562201742487727
211,1635.1290093690027,0.0007110042524277883,0.5540334408519811,0.04065216722364621,0.017850810000435174,(4-2)pP1f(5.5)|(4-2)pP1e(5.5),2,True,[1635.19597179 1635.06498739],[0.5 0.5],1.3540790126718304e-16,0.9535025887813939
212,1636.038590956887,0.0007000150217663758,0.9095815878843041,0.006838463277678868,0.0037901505667766906,(5-3)rR2f(3.5)|(5-3)rR2e(3.5),2,True,[1636.05600522 1636.02104541],[0.5001 0.4999],5.612108491453775e-05,0.9528273747336874
213,1637.7253357738177,0.0007094974601215582,1.1238758416463952,0.00011482761879643136,0.00011712638062244527,CH4|CH4,2,True,[1637.85718731 1637.72108203],[0.1453 0.8547],1.1012269375693124e-11,0.6790425109033115
214,1638.8492116154641,0.0007184990905813207,1.1238758416463952,0.03400990983275515,0.01607582668660053,(5-3)rR1e(3.5)|(5-3)rR1f(3.5),2,True,[1638.87430681 1638.82438062],[0.501 0.499],0.002710228169040922,0.956089526853616
215,1640.9210129712715,0.0007271686051094173,0.5531946297505783,0.0008490707692009894,0.0003770102216911427,(5-3)qP21e(2.5)|(5-3)qP21f(2.5),2,True,[1640.92782743 1640.91552502],[0.5058 0.4942],0.0008233171438085184,0.9557990400466788
216,1641.474207601022,0.0007000150217663758,0.5531946297505783,0.016725280029733093,0.008400365301389481,(5-3)rR2f(2.5)|(5-3)rR2e(2.5),2,True,[1641.48328112 1641.4643173 ],[0.4996 0.5004],1.6015362544780853e-05,0.9552019866482399
217,1642.2582244254158,0.0007000150217663758,0.7840168243938024,0.00014451846529743153,0.00016134049485059325,CO2,1,True,[1642.25932968],[1.],3.524001169517468e-05,0.9547667494054869
218,1644.2147664112977,0.0007000150217663758,0.5460117169882324,0.0674042504812854,0.029702238677044437,(5-3)rR1e(2.5)|(5-3)rR1f(2.5),2,True,[1644.23478458 1644.19641604],[0.5006 0.4994],0.0006834455395919971,0.9560824969514757
219,1644.760778128286,0.0007000150217663758,0.48213620834030735,0.010567139015215776,0.005573385441878858,(4-2)pP2e(5.5)|(4-2)pP2f(5.5),2,True,[1644.79868168 1644.72506989],[0.4976 0.5024],1.9524822883047073e-12,0.9500191171263398
220,1645.2429143366262,0.0007190863734459451,0.48213620834030735,0.0001260894401188991,0.00013740513333484184,CH4,1,True,[1645.24421594],[1.],4.2249939469868524e-07,0.9518336049585966
221,1647.5762963057525,0.0007272667142801233,0.3263828659912633,0.012810529741151067,0.006382309607525791,(4-2)pP1f(6.5)|(4-2)pP1e(6.5)|(5-3)qP21f(3.5),3,False,[1647.73261279 1647.56482985 1647.50839939],[0.4953 0.4948 0.01  ],0.006425645974511542,0.9463954057160995
222,1647.9026791717438,0.0007074413914552584,0.3263828659912633,0.029540962654716636,0.013753253327827909,(5-3)rR2f(1.5)|(5-3)rR2e(1.5)|(4-2)pP1f(6.5),3,False,[1647.90635195 1647.90614736 1647.73261279],[0.3546 0.3551 0.2902],3.502355613837586e-06,0.9535686896098854
223,1650.2351507765065,0.0007200365899727872,0.6857595434566974,0.08333029900049765,0.03541678542368257,(5-3)rR1e(1.5)|(5-3)rR1f(1.5),2,True,[1650.24857869 1650.2244875 ],[0.5029 0.4971],2.182730076333542e-06,0.9480284611552985
224,1650.9209103199632,0.0007000150217663758,0.6857595434566974,0.000560145349717592,0.0005075639547968433,CH4,1,True,[1650.9192196],[1.],0.0001719864157649397,0.9018774064848467
225,1652.5924858458548,0.0007951045357167462,0.4751369202101614,0.00024910398353623355,0.0003031537538577849,CO2|CH4|CH4,3,False,[1652.68553348 1652.58646473 1652.42029753],[0.1982 0.553  0.2488],1.2431255785387178e-05,0.9562688168619682
226,1653.067622766065,0.0007396529592073803,0.4751369202101614,0.0003658272764331708,0.00016268577936313068,(4-2)pQ12f(4.5)|(4-2)pQ12e(4.5),2,True,[1653.220718   1653.05253973],[0.493 0.507],0.00039420608499854913,0.9560671831601707
227,1655.3814866439352,0.0008159233179339648,1.0972507013241284,0.030611220354390924,0.01362976430112775,(5-3)rR2e(0.5)|(5-3)rR2f(0.5),2,True,[1655.39092808 1655.37219801],[0.5049 0.4951],0.0002965624825212253,0.9434863035985366
228,1656.4787373452593,0.000727266714237215,0.20971312097026384,0.00010155982463775947,5.405357980278418e-05,CH4,1,True,[1656.47352097],[1.],0.006232896207447518,0.9476137399185632
229,1656.6884504662296,0.0007074413914552584,0.20971312097026384,0.00018108577095888144,0.00016891227869767565,CO2|CH4,2,False,[1656.6903156  1656.47352097],[0.376 0.624],0.0029954578294632524,0.9479761565127393
230,1657.3715487456798,0.0007000150217663758,0.5845125431878841,0.0001141531806223782,5.847969119768399e-05,CH4,1,True,[1657.37303027],[1.],7.223322062744147e-05,0.9562197820761679
231,1657.9560612888677,0.0007000150217663758,0.5845125431878841,0.00011384838899717299,5.748149765581271e-05,CO2,1,True,[1657.9558652],[1.],5.4092621229953265e-12,0.9550492560955032
232,1658.6339693707353,0.0011010261023439243,0.6779080818675993,0.0029517848376639623,0.001731997969413701,(4-2)pP2e(6.5)|(4-2)pP2f(6.5),2,True,[1658.6852025  1658.57932355],[0.5004 0.4996],0.005169332258182002,0.9550811978462929
233,1659.5943869633143,0.0007253675857791184,0.4314101197967375,8.005519232065942e-05,3.9551257998371366e-05,CH4,1,True,[1659.59072501],[1.],0.005637855084673012,0.9567654542974582
234,1660.025797083111,0.0007086589689472704,0.2790788336424157,5.622438318180075e-05,2.7508363357066388e-05,CH4,1,True,[1660.0272769],[1.],0.0026686114587510692,0.9561795881308974
235,1660.3048759167534,0.0009550221126935611,0.2790788336424157,3.345761707637797e-05,1.8380148544399952e-05,(5-3)qP21e(5.5),1,True,[1660.30182462],[1.],0.00881373680445982,0.9572841826801917
236,1661.0034577181254,0.0008671502940175489,0.1980628709661687,0.0035599132133388245,0.002049104837120932,(4-2)pP1f(7.5)|(4-2)pP1e(7.5),2,True,[1661.20590834 1660.99958198],[0.4966 0.5034],0.001074547624703481,0.957125685908132
237,1661.2015205890916,0.0008844731706498706,0.1980628709661687,0.0035571444020244753,0.0020362422949829354,(4-2)pP1f(7.5)|(4-2)pP1e(7.5),2,True,[1661.20590834 1660.99958198],[0.4966 0.5034],0.0052933308155029115,0.9542773190694359
238,1661.7457684751257,0.0007507985016926817,0.5442478860340998,0.0005719691784132907,0.0006355451578179845,CH4|H20,2,False,[1661.75153797 1661.70504058],[0.7815 0.2185],2.601346767754174e-09,0.9570033002316085
239,1662.66366231035,0.0007000150217663758,0.4165072137848256,9.030635663530623e-05,4.470786503684296e-05,CH4,1,True,[1662.66228311],[1.],0.00035879054678224367,0.9550808230135188
240,1663.0801695241348,0.0007809808269531023,0.4165072137848256,0.00011542261919874085,6.402657453464932e-05,CO2,1,True,[1663.07869081],[1.],0.0014836616770163554,0.9558155549240294
241,1664.90721045516,0.0007000150217663758,0.421745688267265,0.00011135698945693434,5.9089966807969596e-05,CO2,1,True,[1664.90711097],[1.],7.51279006583489e-05,0.9558235936899498
242,1665.3289561434274,0.0009958782010109203,0.421745688267265,0.00011567425173198621,6.851627707535842e-05,(3-1)oP12e(7.5)|CO2|CO2,3,False,[1665.27705696 1665.35494901 1665.32658114],[0.0605 0.0522 0.8873],3.3395786921149513e-07,0.8990686698928596
243,1666.2337389214365,0.0007325532119849691,0.3082979951479956,6.357121539443169e-05,3.7564928486933546e-05,H20,1,True,[1666.23831956],[1.],0.00022487656342013907,0.9193737356310876
244,1666.5420369165845,0.0007094974601471965,0.3082979951479956,5.0580733505043075e-05,3.0351132288397743e-05,CO2,1,True,[1666.54148135],[1.],0.0010809923598359944,0.948298275909957
245,1668.150905924428,0.0007507985017139855,0.7668078344147489,0.00016944792179854573,0.00016275504653711663,CH4|CH4,2,True,[1668.15543701 1668.12132407],[0.7734 0.2266],0.00030521071132585666,0.9509255992457907
246,1668.9177137588426,0.0011098986914541123,0.31908960603686864,0.022374021159820214,0.009441100446367923,(5-3)qQ2f(0.5)|(5-3)qQ2e(0.5),2,True,[1668.95593896 1668.88469221],[0.5008 0.4992],0.004999967292644443,0.9560409056376222
247,1669.2368033648795,0.0007000150217663758,0.31908960603686864,0.2271054621629117,0.09473750396719066,(5-3)qQ1f(1.5)|(5-3)qQ1e(1.5),2,True,[1669.24901901 1669.22711676],[0.5002 0.4998],1.775269143108954e-05,0.9559229091857587
248,1670.885338741175,0.0007000150217663758,1.5925333124641838,0.07107461096061862,0.029778207813622743,(5-3)qQ1f(2.5)|(5-3)qQ1e(2.5),2,True,[1670.92574891 1670.84473039],[0.5004 0.4996],4.669806195723715e-07,0.9563962492784979
249,1672.4778720536392,0.0007642588929291104,0.6860155834338002,0.0018841373169449717,0.0008556137326753198,(5-3)qQ2f(2.5)|(5-3)qQ2e(2.5),2,True,[1672.54080376 1672.40731596],[0.5006 0.4994],7.567314723713455e-09,0.9567876742625653
250,1673.163887637073,0.0007164688545833273,0.17062736842854065,0.014723672368394582,0.006478886346475611,(5-3)qQ1f(3.5)|(5-3)qQ1e(3.5),2,True,[1673.34045981 1673.15594591],[0.501 0.499],0.005115266602453766,0.9554871474007722
251,1673.3345150055015,0.0009394241909738512,0.17062736842854065,0.015342055559350979,0.006782038705811778,(4-2)pP2e(7.5)|(5-3)qQ1f(3.5)|(4-2)pP2f(7.5)|(5-3)qQ1e(3.5),4,False,[1673.43551948 1673.34045981 1673.29577974 1673.15594591],[0.0151 0.4858 0.0151 0.4839],0.0008730850537970763,0.9567355990677734
252,1674.2769115217066,0.0007000150217663758,0.22867128641883028,0.0015952994116050702,0.0018314223865145119,H20,1,True,[1674.27666122],[1.],0.0019669786095410043,0.9553702006807138
253,1674.5055828081254,0.0007074413914552584,0.22867128641883028,0.0007072024144324784,0.0007888703267953046,CH4|H20,2,False,[1674.50773332 1674.27666122],[0.3106 0.6894],0.00028211905978510607,0.9468140289945959
254,1675.1705617332323,0.0008205279475467154,0.6649789251068796,0.002150081217420877,0.0022287657819324365,(4-2)pP1e(8.5)|CH4,2,False,[1675.38344952 1675.16847613],[0.6228 0.3772],0.000173368148366799,0.95648528286655
255,1676.191318982721,0.000711931851307534,1.0207572494887245,0.0041852635829028855,0.0019876811580113465,(5-3)qQ1e(4.5),1,True,[1676.19056075],[1.],0.0004997157922461144,0.9574271336536376
256,1677.6719843773467,0.0007000150217663758,1.480665394625703,0.0006170901200143716,0.0007467298380682085,CH4,1,True,[1677.67213435],[1.],0.002991431477000268,0.9478821481603035
257,1679.1715842300152,0.0007808366436793534,0.8004956262946052,0.0014460528609019192,0.0017023860458775292,CH4|H20,2,False,[1679.18869864 1679.16465308],[0.2685 0.7315],0.014030619739783725,0.9573354316665308
258,1679.9720798563098,0.0007864888722186584,0.8004956262946052,0.0010326522595835808,0.0005477520131619655,(5-3)qQ1e(5.5),1,True,[1679.97304752],[1.],2.234629414270307e-09,0.9462298420758812
259,1681.1755595613645,0.0007000150217663758,0.5320114165524501,0.00023724402770572398,0.00030823503753935766,CH4|CH4,2,True,[1681.19731672 1681.16762565],[0.2495 0.7505],2.08040984709837e-05,0.9567899085119411
260,1681.707570977917,0.0007000150217663758,0.3885083370905704,0.0010346763929985174,0.0011541356067162974,CH4|CH4|CH4,3,True,[1681.7119428  1681.69572349 1681.52328926],[0.6322 0.098  0.2697],0.00014227696642871992,0.9567549728361605
261,1682.0960793150075,0.0007000150217663758,0.3885083370905704,0.0023035695417998937,0.002737583562678312,CH4,1,True,[1682.09597232],[1.],0.0015444717564645537,0.9577533041840821
262,1682.5405888538376,0.0007000150217663758,0.4445095388300615,0.0013419938569209791,0.0016309287854595414,CH4,1,True,[1682.54138009],[1.],0.010102688141071998,0.9549180892263809
